text,label,clean_text,emoji_count,tweet_length,has_negation,emoji_count
( القبائل العربية وحداوية ) #محمد_رمضان,OBJ,( القبائل العربية حاوية ) # محمد_رمضان,0,7,0,0
لما الناس تهاجمك عشان ظلمك وكذبك تقوم تطلع لهم فيديوهات لناس كانت بتشكر فيك افتكر إن المنحرفة بدل ما تتوب بتقعد تفتكر شرفها اللي ضيعته,NEG,الناس تهاجمك عشان حلمك وكذلك تقوم تطلع فيديوهات لناس كانت تشكر فيك افكر من المنحرفة بدل NEG_تتوب بمقعد تفتكر شرفها اللي ضيعته,0,22,1,0
#حط_نفسك_مكان_البنت و شوف إحساسها ايه و هى عارفة انها بعد ما تعدى من جنب ولاد هيبوصوا عليها ازاى,OBJ,# حط_نفسك_مكان_البنت شوف إحساسها ايه هى عارفة انها NEG_تعدى جنب ولاد هيبوصوا عليها ازاى,0,14,1,0
موقع الشرطة المصرية يطلب من #يوسف_الحسيني ان ينعى احد ضباطها الذي سبق وقابله بالصدفة #السادة_المحترمون …,OBJ,موقع الشرطة المصرية يطلب # يوسف_الحسيني ان يدعى احد ضبطها سبق وقابله بالصدفة # السادة_المحترمون من,0,16,0,0
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال /3396,OBJ,# جمال # خيال # حقيقه # جميل # دور # حكم # يعجبني # حكمه # بقلم # شوق # بوح # شعر # قيد # رويت الاف متابع 200 /3396,0,32,0,0
رابط تحميل وقراءة المعصرة عدد اليوم: أضغاث فكرية مسامرات صيفية هلاوس بصرية كوابيس مرئية مع فقرات قلمين وسفاسف الأمور,OBJ,رابط تحميل وقراءة المعذرة عدد اليوم : ءضغاث فكرية مسارات صيفية هلاوس بصرية كوابيس مربية فقرات قلقين وسواس الأمور,0,19,0,0
#أشاهد_الآن ' على حمل تطبيق # :,OBJ,# ءشاهد_الءءن ' حمل تطبيق # :,0,7,0,0
"سحر النوم والراحة مع #مصطفى_حسني ،، جميلة =)""",POS,سحر النوم والراحة # مصطفى_حسني من جميلة = ) من,0,10,0,0
ليه عوزنا فى ضلمة بعد ما شوفنا النور ليه خيفين من الكلمة يا عباد المأمور #حمزة_نمرة,OBJ,ليه وزنا فى كلمة NEG_شوفنا النور ليه كيفين الكلمة عباد المأمور # حمزة_نمرة,0,13,1,0
دعلاء الأسواني : ماذا تفعل اذا اكتشفت أن محاميك فاشل او بلا ضمير؟! >> …,OBJ,علاء السوداني : تفعل اذا اكتشفت من محاميك فاشل او بلا ضمير ! > > من,0,16,0,0
محدش هيرضى يقابلك خمس مرات فى اليوم غير #ربنا,OBJ,محدش يرضى يقابلك مرات فى اليوم NEG_# ربنا,0,8,1,0
انتخبت صباح اليوم دون إفصاح عن المرشح الذي أعطيته صوتي وأراقب مع جورج اسحق الانتخابات في القليوبية والشرقية منذ الصباح,OBJ,انتخبت اليوم NEG_ءفصاح المرشح أعطيته صوتي وراقب جورج اسحق الانتخابات القلبية الشرقية الصباح,0,13,1,0
33 المسلمين عظماء بالفكر النبيل المتحضر مش بالقتل يا ابى جهل,NEUTRAL,33 المسلمين عظماء بالفكر النبيل المتحضر مش NEG_بالقتل ابى جهل,0,10,1,0
لا تعلم الغيب,OBJ,NEG_تعلم الغيب,0,2,1,0
مطاحن #كفرالشيخ تستقبل #القمح من المزارعين والتجار بعد غد,OBJ,مطاحن # كفرالشيخ تستقبل # القمح المزارعين والتجار غد,0,9,0,0
ادين مثل باقي المصريين جميعا الاعتداء الهمجي علي الاستاذ خالد داوود بواسطه انصار الاخوان الارهابيين الثوره ستنتصر علي الارهاب,NEG,ادين باقي المصريين جميعا الاعتداء الهمجي علي الاستاذ خالد داوود بواسطه انصار الاخوان الارهابيين الثوره ستنتصر علي الارهاب,0,18,0,0
"جوله واحده في أرجاء المستشفي تجعلك تقول ""الحمد لله""",OBJ,جوله واحده رجاء المستشفي تجعلك تقول من الحمد لله من,0,10,0,0
العبيد فى اعلام العار لم ينطق بعد تصريح ايهاب رمزى ان الاقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور اذا,NEG,العبيد فى اعلام العار NEG_ينطق تصريح ايهاب رمزى ان الاحباط سيقطعون انتخابات البرلمان يصوتون NEG_للدستور اذا,0,16,1,0
يجب ان يدرك القائمين على الوطن والمرحلة الانتقالية ان الشعب يقرر ولا بيطالب,OBJ,يجب ان يدرك القادمين الوطن والمرحلة الانتقالية ان الشعب يقرر يطالب,0,11,0,0
ورغم ان حمدين كان نائب في البرلمان لكن كلام وكلام #السادة_المحترمون,OBJ,ورغم ان مدين نائب البرلمان كلام وكلام # السادة_المحترمون,0,9,0,0
بعض #الأشكال_الوسخة ف #المرج لما تشوفها تحس انها هربت م الرشاح قبل ما يتردم!,NEG,# الءشكال_الوسخة # المرج تشوبها تحس انها هربت الرياح NEG_يتردم !,0,11,1,0
رابط قراءة وتحميل المعصرة عدد اليوم: قلمين وسفاسف الأمور وفي أوروبا والدول المتخلفة وأبواب جديدة ورمضان كريم,OBJ,رابط قراءة وتحميل المعذرة عدد اليوم : قلقين وسواس الأمور وفي أوروبا والدول المتخلفة وأبواب جديدة رمضان كريم,0,18,0,0
#الثورة_العراقية :: الانتحابات(بالحاء) العراق :: تفجير عدد من المراكز الانتخابية في مختلف المحافظات منها الانبار,OBJ,# الثورة_العراقية : : الانتخابات ( بالماء ) العراق : : تفجير عدد المراكز الانتخابية مختلف المحافظات الاخبار,0,18,0,0
""": أخي أنت حرٌّ وراء السدود أخي أنت حرٌّ بتلك القيود #مرسي #محاكمة_مرسي """,OBJ,من : أخي أنت حر وراء السدود أخي أنت حر بتلك القيود # مرسي # محاكمة_مرسي من,0,17,0,0
السماح لرموز الحزب الوطنى المنحل بالظهور للإعلام محاولة لخلق حالة تدلس على الرأى العام بان هناك رأى ورأى آخر عص,NEG,السماح لرموز الحزب الوطنى المنحل بالظهور للإعلام محاولة لخلق حالة تجلس الرؤى العام بان رأى ورأى آخر عن,0,18,0,0
تقدم ببلاغات مشابهة حمدي قنديل وجورج اسحق وعبد الجليل مصطفى طالبنا جميعا بوقف فوري للعنف وتحقيق فوري للنيابة العامة,OBJ,تقدم بلاغات مشابهة حمدي قنديل وجورج اسحق وبعد الجليل مصطفى طالبنا جميعا بوقف فوري للعنف وتحقيق فوري للنيابة العامة,0,19,0,0
"تأجيل محاكمة 77 من رافضي الانقلاب فى ""أحداث رمسيس "" إلى 5 مايو #مرسي #مصر",OBJ,تسجيل محاكمة 77 راضي الانقلاب فى من أحداث رمسيس من على 5 # مرسي # مصر,0,16,0,0
كل اللى قدامكم تمثليلة بين السادات وجولدامائير مصالح متبادلة والكلام عن الحرب …,OBJ,اللى قدومكم تمثيل السيدات وجولداماءير مصالح متبادلة والكلام الحرب من,0,10,0,0
"بالفيديو عضو بحملته الانتخابية: #السيسي لا يقابلنا لأنه ""مرشح غير عادي"" ويعشق لقب #المشير ولا يزال متمسكا به",POS,بالفيديو عضو حملته الانتخابية : # السيسي NEG_يقابلنا لأنه من مرشح NEG_عادي من يعشق لقب # المشير يزال متمسكا,0,19,1,0
يجب أن نبدأ فى ممارسة السلوك الديمقراطى فى كل مكان فيه قرار وفيه بشر بكل وعى وحرية والوعى والحرية فى المفهوم,OBJ,يجب من نبدء فى ممارسة السلوك الديمقراطي فى مكان قرار وفيه بشر بكل وعى وحرية الوعى والحرية فى المفهوم,0,19,0,0
"انتظروني اليوم مع الإعلامي محمود سعد في برنامج ""آخر النهار"" الساعة 9:30 مساءً على قناة النهار الفضائية تردد ١١٤٨٨",OBJ,انتظروني اليوم الإعلامي محمود سعد برنامج من آخر النهار من الساعة 9:30 قناة النهار الفضائية تردد ١١٤٨٨,0,17,0,0
د أبو الفتوح: أنا مشروعي يمثل كل الوطن لأن الرئيس القادم يجب أن يكون رئيسا لكل المصريين بمختلف مرجعياتهم وافكارهم,OBJ,بو المفتوح : أنا مشروعي يمثل الوطن لن الرئيس القادم يجب من يكون رئيسا لكل المصريين بمختلف مرجعياتهم افكارهم,0,19,0,0
كلما خالطت الناس ستزداد يقيناً بأن الأخلاق مثل الأرزاق قسمة من الله سبحانه فيھا الغني وفيھا الفقير ! #كلمة_تستحق_التأ…,OBJ,خالفت الناس ستزداد يقينا بأن الأخلاق الرفاق قسمة الله سبحانه فيها الغني وفيما الفقير ! # كلمة_تستحق_التء…,0,17,0,0
الوطن | الدستور الهندسة غير الديمقراطية للسلطات العامة ونظام الحكم (18) | عمرو حمزاوي:,OBJ,الوطن | الدستور الهندسة NEG_الديمقراطية للسلطات العامة ونظام الحكم ( 18 ) | عمرو مزاجي :,0,16,1,0
انظر ماذا جرى لأفراد القطيع لاتخرج قبل أن تقول الحمد لله على نعمة الحرية,OBJ,انظر جرى لأفراد القطيع لاتخرج من تقول الحمد لله نعمة الحرية,0,11,0,0
ده #انا لما بعوز #اطمن على #نفسى بسألك انت #عامل ايه 3,OBJ,ده # انا بروز # امن # نفسى بسلك انت # عامل ايه 3,0,14,0,0
"""مش عاوزين نسيب الروتين يموتلنا أحلامنا""عن إجراءات إنشاء صندوق تنمية الأسكندرية #السادة_المحترمون …",OBJ,من مش NEG_عاوزين نسيب الروتين يموتون أحلامنا من إجراءات إنشاء صندوق تنمية الإسكندرية # السادة_المحترمون من,0,16,1,0
الذي لم يلاحظ حتى الان ان مطالب الثورة لم تتحقق اما انه لا يتابع ما يحدث وأما ان رائحة السلطة قد افقدته الرؤية وصفقاته قد أخرسته عن قول الحق,NEG,NEG_يلاحظ الان ان مطالب الثورة NEG_تتحقق اما انه NEG_يتابع NEG_يحدث وما ان رائحة السلطة أفقدته الرؤية صفقاته أخرجته قول الحق,0,20,1,0
مفروض شباب الإخوان ينزلوا بكرة يطالبوا بإقالة النائب العام الفاسد اللي ضيع حق الشهداء وأفرج عن المتهمين,NEG,مفروض شباب الأخوان ينزلوا بكرة يطالبوا بقالة النائب العام الفاسد اللي ضيع حق الشهداء وفر المتهمين,0,16,0,0
هل تعرف ما هو اسم الله الأعظم -تعلم واحد من أهم الأدعيه النبوية في 3 دقائق في حلقة جديدة من برنامج بسمة أمل,OBJ,تعرف NEG_هو اسم الله الأعظم تعلم هم المدعيه النووية 3 دقائق حلقة جديدة برنامج بسمة عمل,0,16,1,0
قوانين أي مرحلة إنتخابية أهم مليون مرة من المرحلة نفسها بمرشحينها وكل المراحل اللي بعد الثورة إتلعب في أساس قوانينها لتدبير النتيجة #باطل,NEG,قوانين في مرحلة انتخابية هم مليون مرة المرحلة نفسها بمرشحينها وكل المراحل اللي الثورة تلعب أساس قوانينها لتدبير النتيجة # باطل,0,21,0,0
من رزق الشكر لم يحرم الزيادة لقوله تعالي (لئن شكرتم لأزيدنكم) أرجوك احمد الله الآن,OBJ,الشكر NEG_يحرم الزيادة لقوله تعالي ( لن فكرتم لءزيدنكم ) أرجوك احمد الله الآن,0,14,1,0
#بيع_متابعين #تويتر #انستقرام #عاجل #الرياض #مكة #خواطر #غرد_بصورة #غرد_بصوره #دبي #غرد_بذكر_الله,OBJ,# بيع_متابعين # تويتر # انتقام # عاجل # الرياض # مكة # خواطر # غرد_بصورة # غرد_بصوره # دبي # غرد_بذكر_الله,0,22,0,0
النواب عصام سلطان والبلتاجى وحاتم عزام يصلون العصر قبل الصعود للمنصة,OBJ,النواب عصام سلطان والبلتاجى وخاتم عام يصلون العصر الصعود للمنصة,0,10,0,0
شاهد - آخر كلام: بحثاً عن طريق ثالث يحفظ لمصر ثورتها #,OBJ,شاهد - آخر كلام : بحثا طريق يحفظ لمصر صورتها #,0,11,0,0
غني يا بنت ويا البنات #دينا_الوديدي,OBJ,غني بنت ويا البنات # دينا_الوديدي,0,6,0,0
الإخوان يفشلون مؤتمر صحفي يتعلق بمحاكمة المعزول مرسي #السادة_المحترمون …,OBJ,الأخوان يفشلون مؤتمر صحفي يتعلق بمحاكمة المعزول مرسي # السادة_المحترمون من,0,11,0,0
#فتاة_تغتصب_شباب_كانوا_في_طريقهم_لمنزلهم يمكن بويه ‹☺›,OBJ,# فتاة_تغتصب_شباب_كانوا_في_طريقهم_لمنزلهم يمكن بويد من EMOJI من,1,7,0,1
رجل أكرمه الله بمصاهرة أكرم خلقه مرتين زهد في أمواله وتجارته طمعاً في مرضاة الله كانت الملائكة تستحي منه #عثمان_بن_عفان,POS,رجل كرمه الله بمصادرة كرم خلقه مرتين زاد أمواله تجارته معا مرضية الله كانت الملائكة تستحي # عثمان_بن_عفان,0,18,0,0
# 50 # #فولورز_عفركوش_بيعملو_فولو_لبعض # #,OBJ,# 50 # # فولورز_عفركوش_بيعملو_فولو_لبعض # #,0,7,0,0
_ بيقولك #هيفاء هتعمل مسلسل ف رمضان #صافيناز هتعمل مسلسل ف رمضان اصوم انا #شعبان بقى,OBJ,_ بقولك # هيا هتعمل مسلسل رمضان # صافيا هتعمل مسلسل رمضان اقوم انا # شعبنا بقى,0,17,0,0
نجاح طلاب مصر القوية وزملائهم من التيارات اﻷخرى في اﻻنتخابات الطلابية يؤكد أن ثورة مصر ستمضي بنا إلى مستقبل واعد,OBJ,نجاح طلاب مصر القوية زملائهم التيارات الاخرى الانتخابات الطلابية يؤكد من ثورة مصر ستمضي على مستقبل واعد,0,17,0,0
#الداخلية_بلطجية #تعذيب المهندسة داليا رضوان تم الاعتداء عليها بالضرب الخميس الماضي في أحد الكمائن بالعجمي وتم,NEG,# الداخلية_بلطجية # تعذيب المهندسة داليا رضوان تم الاعتداء عليها بالضرب الخميس الماضي أحد الكمان بالعمي وتم,0,17,0,0
شكرا لـ الكؤتش و …,OBJ,شكرا الكتب من,0,3,0,0
_7 يا اخي السلفي والله العظيم ارد ولكن في خطاب خاص وعموما يا سيدى ها أنا رددت عليك تحياتي,OBJ,من اخي الخلفي والله العظيم ارد خطاب خاص عموما سيدى أنا رددت تحياتي,0,13,0,0
دمي دمك برعاية #التيار_الشعبي شارك في التبرع و نشر الحملة #مصر #ريتويت,OBJ,دمي دمك برعاية # التيار_الشعبي شارك التبرع نشر الحملة # مصر # ديترويت,0,13,0,0
دورنا الان ان نعمل على انهاء حالة الإستقطاب الحالية و حزب الوسط يلعب دور,OBJ,دورنا الان ان نعمل انهاء حالة استقطاب الحالية حزب الوسط يلعب دور,0,12,0,0
"لم نقل إن ما حدث في مصر كان ""انقلابًا""",OBJ,NEG_نقل من NEG_حدث مصر من انقلاب من,0,7,1,0
اصبر علی مصابك يستحق ذلك النعيم ألمك عمرك مؤقت ثق بذلك #الجنة #الامارات,OBJ,اصبر على مصابك يستحق النعيم حلمك عمرك مؤقت ثق بذلك # الجنة # الإمارات,0,14,0,0
المحنة المصرية مقال اليوم لمن يسألون دائما عن الحل مع أنه موجود من زمان وقدمه مفكر كبير لمبارك من قبل فسخر منه,NEUTRAL,المحنة المصرية مقال اليوم لمن يسألون دائما الحل إنه موجود زمان وقدمه مفكر كبير مبارك تسخر,0,16,0,0
اللهه يجعله يصف جمب اخوياه #السوبر 😭,OBJ,الله يجعله يصف جمب المياه # السوبر EMOJI,1,8,0,1
ما تفعله قناة الجزيرة هو إعلان حرب على مصر و لا يمكن السكوت عليه !,NEG,NEG_تفعله قناة الجزيرة إعلان حرب مصر NEG_يمكن السكوت !,0,9,1,0
#اليوم_العالمي_للغة_العربية يفترض لها كل يوم وكل ساعة؟ لغة القرآن الذي نتلوه يوميا لغة التعليم المدرسي لغة العبادات لغة امة الخير,POS,# اليوم_العالمي_للغة_العربية يفترض يوم وكل ساعة لغة القرن قتلوه يوميا لغة التعليم المدرسي لغة العادات لغة امة الخير,0,18,0,0
مشاهد مؤلمة لاستمرار الجيش المصري في تفجير منازل اهالي رفح شمال #سيناء #حسبنا الله ونعم الوكيل,NEG,مشاهد مظلمة لاستمرار الجيش المصري تفجير منازل اهالي روح # سيناء # حسبنا الله ونعم الوكيل,0,16,0,0
الأدمن: انتظروا حلقة النهاردة الساعة 8 مساءً على #يوتيوب,OBJ,المدمن : انتظروا حلقة النهاردة الساعة 8 # يوتيوب,0,9,0,0
سيذكر التاريخ أن الرئيس #محمد_مرسي قاد ودعم #رواد_المساجد وأن #العرص قاد ودعم #رواد_الديسكو و #الخنازير_خائنين,NEUTRAL,سيذكر التاريخ من الرئيس # محمد_مرسي قاد ودعم # رواد_المساجد ومن # العرض قاد ودعم # رواد_الديسكو # الخنازير_خاءنين,0,19,0,0
"#يوسف_الحسيني القبض على الفلوطة "" صبحي صالح "" في الأسكندرية #السادة_المحترمون …",OBJ,# يوسف_الحسيني القبض الفوطة من صبي صالح من الإسكندرية # السادة_المحترمون من,0,12,0,0
اسمعو هالاغنيه روعه #غلطت_م_الأول_رنا_سماحه 9 # #اللي_أهم_من_شكلك,POS,اسمعو الاغنيه روعه # غلطت_م_الءول_رنا_سماحه 9 # # اللي_ءهم_من_شكلك,0,9,0,0
#ولاد_البلد #المنصورة #مصراوي مديرية أمن #الدقهلية تدفع بتشكيلات أمنية بمحيط مستشفى #طلخا المركزي,OBJ,# ولاد_البلد # المنصورة # مصاصي مديرية من # الداخلية تدفع تشكيلات أمنية بمحيط مستشفى # طلبا المركزي,0,18,0,0
جيد أن تتنوع الآراء حول السياسة وقضاياها وضروري أن يتم التعبير عن هذا التنوع في الإعلام التقليدي وشب,POS,جيد من تتطوع الهراء حول السياسة قضاياها ضروري من يتم التعبير التنوع الإعلام التقليدي وشك,0,15,0,0
حد يعرف المعبد اليهودى اللي ف كامب شيزار فين بالظبط؟ #اسكندرية :),OBJ,حد يعرف المعبد اليهودى اللي كامب سيزار فين بالظبط # الكندية : ),0,13,0,0
"و في النهاية ذهب النشطاء والاشتراكيين والعلمانيين و الكفرة الي غزةوظل الاخوان يهتفون في الازهر ""رايحين شهداء بالملايين""",NEUTRAL,النهاية النشطاء والاشتراكيين العثمانيين الكفرة الي غزةوظل الاخوان يهتفون الازهار من رايلين شهداء بالملايين من,0,15,0,0
ياريت كلنا نشارك في الإستفتاء على مرشحي الرئاسة بموقع صوت مصر ادخل واختار من تراه الأصلح لمصر,OBJ,ياريت كلنا نشارك الاستفتاء مرشحي الرئاسة بموقع صوت مصر ادخل واختار تراه الأصلح لمصر,0,14,0,0
#اتجنن واتجوز إلي بتحبها -_-,OBJ,# اتجنب والجوز لي تحبها -_-,0,6,0,0
#ذات_مومنت,OBJ,# ذات_مومنت,0,2,0,0
الشعب مش لاقي ياكل والاسعار نار والشغل واقف والانقلاب يبنى نصب تذكارى فى رابعة بعشرين مليون مش حاسين بالناس,NEG,الشعب مش NEG_لاقي ياكل الاسعار نار الشغل واقف الانقلاب يبنى نصب تذكارى فى رابعة بعشرين مليون مش NEG_حاسين بالناس,0,19,1,0
وأرض المعتقل لما هتفضى أكيد حتدعيلكم #محمد_محسن,OBJ,وعرض المعتقل تفضل أكيد حتدعيلكم # محمد_محسن,0,7,0,0
ومازالت الحفله مستمره بعنوان #باسم_طلع_حرامى,NEG,ومازالت الحفله مستمره بعنوان # باسم_طلع_حرامى,0,6,0,0
اذهب الشهر القادم في جولة بالولايات المتحدة الامريكية لجمع التبرعات لصالح #57657 و #بنك_الطعام ،شاركونا #مصر #الإمارات #السعودية #الكويت,OBJ,اذهب الشهر القادم جولة بالولايات المتحدة الامريكية لجمع التبرعات لصالح # 57657 # بنك_الطعام شاركونا # مصر # الإمارات # السعودية # الكويت,0,23,0,0
#انشر للفائده عشبه الجنسينج من اكثر الاعشاب فائده في تقويه الذاكره وزياده الاستيعاب والحفظ والتركيز يفضل استخدامها للطلاب ك…,POS,# انشر الفائده يشبه الجنسين اكثر الاعشاب فائده تقوله الذاكره زياده الاستيعاب والحفاظ والتركيز يفضل استخدامها للطلاب كل,0,18,0,0
عادة لا اعلن عن مواقفي السياسيةلكن كله الا الدستور في كلمة واحدة:مهزلةو لو وصلنا لمهزلة الاستفتاء حقول لا,NEG,عادة NEG_اعلن مواقف السياسيةلكن كله الا NEG_الدستور كلمة واحدة : مهزلة وصلنا مهزلة الاستفتاء حقول,0,15,1,0
عبدالرحمن محمد الصوت الفخم! #غناء #أغاني #طرب #فن #عرب,POS,عبدالرحمن محمد الصوت الفخم ! # غناء # أغاني # طلب # فن # عرب,0,15,0,0
كل يوم بيزيد إحترامى وتقديرى لبرشلونة نكسوا اﻷعلام عشان مدرب سابق مات إحنا طلع ميتين أبونا عشان يلغوا سوبر العار وبرضه متلغاش #إفتكروهم #74,NEUTRAL,يوم يزيد احترامى تقديرى برشلونة نسوا الاعلام عشان مدرب سابق مات احنا طلع ميتين أبونا عشان يلغوا سوبر العار برضه مبلغا # ءفتكروهم # 74,0,25,0,0
لما أشدت بدور شباب الإخوان في الميدان وأعلنت أني سأنتخب مرسي كنت كاتب حر وطني منصف بمجرد ماأعترض على رئيسهم وقادتهم يبقى فيا العبرإخ وان,NEUTRAL,حشدت بدور شباب الأخوان الميدان وأعلنت أني منتخب مرسي كنت كاتب حر وطني منصف بمجرد اعترض رئيسهم قادتهم يبقى فيا العبء وان,0,22,0,0
احسن ميلف فى مصر #فيفي_عبده_الام_المثالية,POS,احسن ميل فى مصر # فيفي_عبده_الام_المثالية,0,6,0,0
الرياض #القصيم #واحد_فاضي #الهلال #السعودية #النصر #النصر_الهلال #البدائع #الزلفي #حفرالباطن #مكة #جدة [2650920],OBJ,الرياض # القديم # واحد_فاضي # الهلال # السعودية # النصر # النصر_الهلال # البقاء # الخلفي # حفرالباطن # مكة # جدة [ 2650920 ],0,26,0,0
#عاجل #رويترز استقالة رئيس وزراء كوريا الجنوبية بعد كارثة غرق العبارة,OBJ,# عاجل # تويتر استقالة رئيس وزراء كوريا الجنوبية كارثة غرق العبارة,0,12,0,0
سؤال للدكتور عن متاعب الفلاح المصري والبناء على الأراضي الزراعية,OBJ,سؤال للدكتور متاعب الفلاح المصري والبناء الأراضي الزراعية,0,8,0,0
الشعب هو القائد والمعلم وكلنا جنود تحت قيادته من أجل تحقيق أهداف الثورة 25 يناير 2013 : ثورتنا مستمرة,OBJ,الشعب القائد والمعلم وكلنا جنود قيادته أجل تحقيق أهداف الثورة 25 2013 : ثورتنا مستمرة,0,15,0,0
الرئيس وجماعته يدفعون بمصر إلى مرحلة ظلامية بامتياز، قرار ديكتاتوري بالاستفتاء على دستور باطل يقسم المجتمع ثم حصار للسلطة القضائية لتعويقها,NEG,الرئيس وجماعته يدفعون مصر على مرحلة كلامية بامتياز قرار ديكتاتور الاستفتاء دستور باطل يقسم المجتمع حصار للسلطة القضائية تعليقها,0,19,0,0
اليوم السابع | رئيس #جامعة_المنصورة: إبعاد أساتذة #الإخوان عن #الامتحانات الشفوية,OBJ,اليوم السابع | رئيس # جامعة_المنصورة : إبعاد أساتذة # الأخوان # الامتحانات الشفوية,0,14,0,0
اتمنى ان نتوحد جميعا لتحقيق اهداف الثورة المشكلة إقصاء المعترضين على فكر الاسلام السياسي أنا مسلم يساري هل يعترف مشايخ السلفية بإسلامي,NEUTRAL,اتمنى ان نتوحد جميعا لتحقيق اهداف الثورة المشكلة إقصاء المعارضين فكر الاسلام السياسي أنا مسلم يساري يعترف مشاكل الخلفية بسلام,0,20,0,0
انا اهو و انتوا اهو الغضب الشعبي حيمهد ان الاخوان يلبسوا المصايب كلها في السنتين اللي فاتوا حتى خروجنا من تصفيات كاس الامم,OBJ,انا اهو انتوا اهو الغضب الشعبي يمهد ان الاخوان يلبسوا المصائب كلها السنتين اللي ماتوا خروجنا تصفيات كاس الامم,0,19,0,0
الأسفلت الأحمر تحقيق استقصائي عن طرق لا تشبع من دماء المصريين آخر كلام، أون تي في، 11م,OBJ,الأسفلت الأحمر تحقيق استقصاء طرق NEG_تشبع دماء المصريين آخر كلام دون في لم,0,13,1,0
ما مشروعية الثورة وما الموقف من أولي الأمر بين الطاعة لهم والخروج عليهم وما أساس الخلاف بين فقهاء الثورة وفقهاء السلطة؟,NEUTRAL,NEG_مشروعية الثورة الموقف قولي الأمر الطاعة والخروج عليهم أساس الخلاف فقراء الثورة وفقا السلطة,0,14,1,0
على مقهى في شارع الدم! اقرأ المقال كاملا على موقع #الشروق,OBJ,مقهى شارع الدم ! اقرء المقال كاملا موقع # الشروق,0,10,0,0
فيلم الجزيرة #الصندوق_الأسود لأحداث #الإتحادية فضح الكثير انتظروا فيلم #المندس اللي هيفضح حاجات كمان وكمان #انتخبوا_العرص,NEG,فيلم الجزيرة # الصندوق_الءسود لإحداث # الاتحادية فضح الكثير انتظروا فيلم # المسدس اللي يفضح حاجات كمان وكمان # انتخبوا_العرص,0,20,0,0
"ايه اببعد كان في بعدي "" وصال "" دامها كل الخيارات بيدي؛ خلني بين الحقيقة والخيال؛ علم مدري "" حلم "" عيا ينتهي #لازم ابعد",OBJ,ايه ابتعد بعدي من وصل من دمها الخيارات بيدي خلفي الحقيقة والخيال مدري من حلم من يا ينتهي # لازم ابعد,0,21,0,0
2 حتى انت؟ دي إخوانا وفيه كمان إخوانهم لكن بعيد عن الضمير والتنوين هل هناك اخوان شيء آخر؟,OBJ,2 انت دي وانا وفيه كمان إخوانهم بعيد الضمير والتنين اخوان شيء ءءخر؟,0,13,0,0
خمس الاف متابع بـ 200 ريال #سلمان_العودة #تغريدة #اقتباس #طارق #السويدان #طارق_السويدان #أعجبني #العريفي # 381,OBJ,الاف متابع 200 # سلمان_العودة # تغريدة # اقتباس # طارق # السيدان # طارق_السويدان # يعجبني # العريف # 381,0,21,0,0
#صباح_الخير #مصر #غادة_عبدالرازق #الوطن_العربي #السيدة_الأولى,OBJ,# صباح_الخير # مصر # غادة_عبدالرازق # الوطن_العربي # السيدة_الءولى,0,10,0,0
ان سرت في وادي ظل الموت ﻻ اخاف شرا ﻻنك انت معي الوعود اﻻلهية كثيرةحاول ان تتذكرها واقرأ معي سفر يشوع الاص…,OBJ,ان سرت وادي ظل الموت NEG_اخاف شرا لانك انت معي الوعود الالهية كثيرةحاول ان تتذكرها واقرأ معي سفر يشوع الاصل,0,20,1,0
عزيزي السلفي الراغب في قتل نفسك من أجل منع رحلات الطيران القادمة من إيران، بالنسبة لرحلات الطيران الإسرائيلي القادمة إلينا كل يوم، إيه؟,NEUTRAL,عزيزي الخلفي الراغب قتل نفسك أجل منع رحلات الطيران القادمة طيران بالنسبة لرحلات الطيران الإسرائيلي القادمة علينا يوم أيها,0,19,0,0
#وائل_جمعة صخرة الدفاع المصرية,POS,# والجمعة صخرة الدفاع المصرية,0,5,0,0
لماذا تقدّموا وتأخرنا؟ عن كوريا الجنوبية والتعليم!,OBJ,لماذا تقدموا وتءخرنا؟ كوريا الجنوبية والتعليم !,0,7,0,0
لأن مجلس الشعب منتخب على عوار وتشكيل التأسيسية أيضاً بسيطة وواضحة,NEG,لن مجلس الشعب منتخب عار وتشكيل التجسسية أيضا بسيطة وواضحة,0,10,0,0
#تقول_الأسطورة إن المجرم لازم يرجع مسرح الجريمة,OBJ,# تقول_الءسطورة من المجرم لازم يرجع مسرح الجريمة,0,8,0,0
شمس نيوز|| مصادر إسرائيلية: #عباس سينجح في تشكيل حكومة كفاءات وطنية,OBJ,شمس نيوز مصادر إسرائيلية : # عباس سينجح تشكيل حكومة قفازات وطنية,0,12,0,0
حفظك الله يا خادم البيتين، وأدامك ذخرا للإسلام والمسلمين #ذكرى #البيعة #التاسعة,POS,حفظك الله خادم الميتين أقدامك آخرا للسلام والمسلمين # ذكرى # البيعة # التاسعة,0,14,0,0
بالفيديو #ميدو يتحدث عن عقوبات لاعبى #الزمالك وفرصته فى المربع الذهبى,OBJ,بالفيديو # ميدو يتحدث عقوبات لاعبى # المالك فرصته فى المربع الذهبى,0,12,0,0
الليلة التاسعة مساءاً مع هالة سرحان في برنامج ثورة الحوار على روتانا مصرية,OBJ,الليلة التاسعة مساءا هالة سرطان برنامج ثورة الحوار موتانا مصرية,0,10,0,0
